Date,Town,State/Province,Latitude,Longitude,Number,Image
5/4/2018,Town of Rockingham,VT,43.1,-72.5,1,
5/4/2018,Tuftonboro,NH,43.7,-71.2,1,
5/4/2018,Verona,WI,43,-89.5,1,
5/4/2018,Wappingers Falls,NY,41.6,-73.9,2,
5/4/2018,Wapwallopen,PA,41.1,-76.1,2,
5/4/2018,Warren,NH,43.9,-71.9,1,
5/4/2018,Waterford Township,MI,42.6,-83.4,2,
5/4/2018,Waterford Township,MI,42.7,-83.4,1,
5/4/2018,Waukesha,WI,43,-88.2,2,
5/4/2018,Wevertown,NY,43.6,-73.9,1,
5/4/2018,Weymouth,MA,42.2,-70.9,1,
5/4/2018,White Cloud,MI,43.6,-85.7,1,
5/4/2018,Whiteland,IN,39.6,-86.1,1,
5/4/2018,Wichita,KS,37.7,-97.4,1,
5/4/2018,Willow Street,PA,40,-76.3,1,
5/4/2018,Willowick,OH,41.6,-81.5,2,
5/4/2018,Winamac,IN,41.1,-86.6,1,
5/4/2018,York,PA,40,-76.7,1,
5/3/2018,Acton,ME,43.5,-70.9,1,
5/3/2018,Albion,MI,42.2,-84.8,1,
5/3/2018,Angola,NY,42.6,-79.1,1,
5/3/2018,Anita,PA,41,-79,1,
5/3/2018,Ann Arbor,MI,42.3,-83.7,1,
5/3/2018,Annan,ON,44.7,-80.8,1,
5/3/2018,Appleton,WI,44.3,-88.4,1,
5/3/2018,Arden,NC,35.5,-82.5,3,
5/3/2018,Ashburn,VA,39,-77.5,1,
5/3/2018,Auburn,NH,43,-71.3,1,
5/3/2018,Averill Park,NY,42.6,-73.6,1,
5/3/2018,Baraboo,WI,43.5,-89.8,1,
5/3/2018,Bay Village,OH,41.5,-81.9,1,
5/3/2018,Bear,DE,39.6,-75.7,1,
5/3/2018,Belle Plaine,MN,44.6,-93.7,2,
5/3/2018,Bethel Park,PA,40.3,-80,3,
5/3/2018,Beverly,MA,42.6,-70.9,1,
5/3/2018,Big Indian,NY,42.1,-74.4,1,
5/3/2018,Blackstone,MA,42,-71.5,1,
5/3/2018,Bloomfield Hills,MI,42.6,-83.2,2,
5/3/2018,Boxford,MA,42.7,-71,1,
5/3/2018,Breslau,ON,43.5,-80.4,1,
5/3/2018,Brick,NJ,40.1,-74.1,2,
5/3/2018,Brighton,MI,42.5,-83.8,1,
5/3/2018,Broken Arrow,OK,36.1,-95.8,1,
5/3/2018,Burlington,MA,42.5,-71.2,1,
5/3/2018,Caledon,ON,43.9,-80,1,
5/3/2018,Camden,NY,43.4,-75.8,1,
5/3/2018,Canterbury,NH,43.3,-71.6,1,
5/3/2018,Canton,IL,40.6,-90,1,
5/3/2018,Canton,MI,42.3,-83.5,1,
5/3/2018,Canton,OH,40.8,-81.4,1,
5/3/2018,Carver,MN,44.8,-93.6,1,
5/3/2018,Cedar Rapids,IA,42.1,-91.7,1,
5/3/2018,Charlestown,RI,41.4,-71.6,1,
5/3/2018,Cincinnati,OH,39.3,-84.5,1,
5/3/2018,Clarkston,MI,42.7,-83.4,1,
5/3/2018,Conneaut,OH,41.9,-80.7,1,
5/3/2018,Crivitz,WI,45.3,-88.2,1,
5/3/2018,Crivitz,WI,45.2,-88,1,
5/3/2018,Dalton,MA,42.5,-73.2,1,
5/3/2018,Darien,IL,41.7,-88,1,
5/3/2018,Davison,MI,43,-83.5,1,
5/3/2018,Deerfield,MA,42.5,-72.6,1,
5/3/2018,Deerfield,NH,43.1,-71.2,1,
5/3/2018,Delevan,NY,42.5,-78.5,1,
5/3/2018,Des Moines,IA,41.6,-93.7,1,
5/3/2018,DeWitt,MI,42.8,-84.6,1,
5/3/2018,Dixon,IL,41.9,-89.4,1,
5/3/2018,Dripping Springs,TX,30.2,-98.1,4,
5/3/2018,Dunbarton,NH,43.1,-71.5,1,
5/3/2018,Durango,IA,42.6,-90.8,1,
5/3/2018,Durham,CT,41.5,-72.7,1,
5/3/2018,Durham,NH,43.1,-70.9,1,
5/3/2018,Edmond,OK,35.7,-97.5,1,
5/3/2018,Eldora,IA,42.4,-93.1,1,
5/3/2018,Elgin,IL,42,-88.3,1,
5/3/2018,Ellicott City,MD,39.3,-77,1,
5/3/2018,Emmaus,PA,40.5,-75.5,1,
5/3/2018,Emmaus,PA,40.5,-75.5,1,
5/3/2018,Erie,PA,42.1,-80,1,
5/3/2018,Falls Church,VA,38.9,-77.2,1,
5/3/2018,Foristell,MO,38.9,-90.9,1,
5/3/2018,Fort Atkinson,WI,42.9,-88.8,1,
5/3/2018,Fort Wayne,IN,41.2,-85.1,1,
5/3/2018,Francestown,NH,43,-71.8,1,
5/3/2018,Galway,NY,43.1,-74.1,1,
5/3/2018,Glenview,IL,42.1,-87.8,1,
5/3/2018,Gloucester,MA,42.7,-70.7,1,
5/3/2018,Grayslake,IL,42.3,-88,1,
5/3/2018,Gregory,MI,42.5,-84.1,2,
5/3/2018,Guildhall,VT,44.5,-71.6,1,
5/3/2018,Hankins,NY,41.8,-75.1,1,
5/3/2018,Harwinton,CT,41.8,-73.1,1,
5/3/2018,Henning,MN,46.3,-95.6,1,
5/3/2018,Highgate,ON,42.4,-82.2,1,
5/3/2018,Hobart,IN,41.5,-87.3,1,
5/3/2018,Holland,MI,42.8,-86.2,1,
5/3/2018,Holton,MI,43.4,-86.1,1,
5/3/2018,Hornell,NY,42.3,-77.7,1,
5/3/2018,Indianapolis,IN,39.7,-86,1,
5/3/2018,Jefferson,OH,41.8,-80.7,2,
5/3/2018,Johnston,RI,41.8,-71.6,1,
5/3/2018,Jordan,MN,44.7,-93.6,1,
5/3/2018,Kalamazoo,MI,42.2,-85.7,1,
5/3/2018,Kenosha,WI,42.6,-87.9,1,
5/3/2018,Kingston,NH,42.9,-71.1,1,
5/3/2018,Kingsville,ON,42,-82.7,2,
5/3/2018,Knox,PA,41.2,-79.6,2,
5/3/2018,Lanesborough,MA,42.5,-73.2,1,
5/3/2018,Lansdale,PA,40.2,-75.3,1,
5/3/2018,Lansing,MI,42.8,-84.6,1,
5/3/2018,Lehighton,PA,40.8,-75.7,1,
5/3/2018,Leominster,MA,42.5,-71.8,1,
5/3/2018,Lewiston,NY,43.1,-79,1,
5/3/2018,Libertyville,IL,42.3,-88,1,
5/3/2018,Libertyville,IL,42.3,-87.9,2,
5/3/2018,Lion's Head,ON,45.1,-81.3,2,
5/3/2018,Livonia,MI,42.4,-83.4,1,
5/3/2018,Lockport,IL,41.6,-88.1,1,
5/3/2018,Long Lake,MN,45,-93.6,1,
5/3/2018,Madison,CT,41.3,-72.6,1,
5/3/2018,Manitowoc,WI,44.1,-87.7,2,
5/3/2018,Marion,MA,41.7,-70.8,1,
5/3/2018,Marion,NY,43.1,-77.2,1,
5/3/2018,Marshall,WI,43.2,-89.1,1,
5/3/2018,Martinsburg,WV,39.4,-77.9,1,
5/3/2018,Mashpee,MA,41.6,-70.5,1,
5/3/2018,Mattawan,MI,42.2,-85.7,1,
5/3/2018,McClure,OH,41.3,-83.9,1,
5/3/2018,McHenry,IL,42.4,-88.3,4,
5/3/2018,Medina,OH,41.2,-81.9,1,
5/3/2018,Mequon,WI,43.2,-87.9,1,
5/3/2018,Meriden,CT,41.5,-72.8,1,
5/3/2018,Merton,WI,43.1,-88.2,1,
5/3/2018,Mountain Dale,NY,41.7,-74.5,2,
5/3/2018,Muscatine,IA,41.4,-91,2,
5/3/2018,Muskegon,MI,43.2,-86.2,1,
5/3/2018,Muskegon,MI,43.2,-86.2,1,
5/3/2018,Muskegon,MI,43.2,-86.2,1,
5/3/2018,Naperville,IL,41.7,-88.1,1,
5/3/2018,New Baltimore,MI,42.7,-82.8,3,
5/3/2018,New Boston,NH,43,-71.7,1,
5/3/2018,New City,NY,41.1,-74,1,
5/3/2018,New Tecumseth,ON,44,-79.8,1,
5/3/2018,Nicholson,PA,41.6,-75.8,1,
5/3/2018,North Aurora,IL,41.8,-88.3,1,
5/3/2018,Northampton,MA,42.3,-72.6,1,
5/3/2018,Northville,MI,42.4,-83.5,1,
5/3/2018,Nottingham,NH,43.1,-71.1,1,
5/3/2018,Nottingham,NH,43.1,-71.1,2,
5/3/2018,Oconomowoc,WI,43.1,-88.5,2,
5/3/2018,Olean,NY,42.1,-78.4,1,
5/3/2018,Orland Park,IL,41.6,-87.9,1,
5/3/2018,Oxford,PA,39.7,-76,2,
5/3/2018,Painesville,OH,41.7,-81.1,2,
5/3/2018,Palatine,IL,42.1,-88,1,
5/3/2018,Parma,OH,41.4,-81.7,1,
5/3/2018,Paw Paw,MI,42.2,-86,1,
5/3/2018,Pepper Pike,OH,41.5,-81.5,1,
5/3/2018,Perrysburg,NY,42.5,-79,1,
5/3/2018,Peru,IN,40.8,-86.1,1,
5/3/2018,Pittsburgh,PA,40.4,-80,1,
5/3/2018,Plainville,MA,42,-71.3,1,
5/3/2018,Plover,WI,44.5,-89.5,1,
5/3/2018,Plymouth,MI,42.4,-83.5,1,
5/3/2018,Quincy,MA,42.3,-71,1,
5/3/2018,Red Hook,NY,42,-73.9,1,
5/3/2018,Ridgefield,CT,41.3,-73.5,1,
5/3/2018,Ripley,ON,44.1,-81.7,1,
5/3/2018,Robards,KY,37.7,-87.5,1,
5/3/2018,Rockford,MI,43.1,-85.4,1,
5/3/2018,Rodanthe,NC,35.6,-75.5,1,
5/3/2018,Rowley,MA,42.7,-70.9,1,
5/3/2018,Saline,MI,42.1,-83.8,1,
5/3/2018,Sarver,PA,40.7,-79.7,1,
5/3/2018,Scituate,RI,41.8,-71.6,1,
5/3/2018,Seekonk,MA,41.8,-71.3,2,
5/3/2018,Shavertown,PA,41.3,-75.9,1,
5/3/2018,Shelby Twp,MI,42.7,-83,1,
5/3/2018,Sherburne,NY,42.7,-75.5,1,
5/3/2018,Shirland,IL,42.4,-89.2,2,
5/3/2018,Shokan,NY,42,-74.2,2,
5/3/2018,Shortsville,NY,43,-77.2,1,
5/3/2018,Sioux Falls,SD,43.5,-96.7,1,
5/3/2018,Slades Corners,WI,42.6,-88.3,1,
5/3/2018,Southold,NY,41.1,-72.4,1,
5/3/2018,Spring,TX,30.1,-95.4,7,
5/3/2018,Sterling Heights,MI,42.6,-83,1,
5/3/2018,Strafford,NH,43.3,-71.1,1,
5/3/2018,Swartz Creek,MI,42.9,-83.8,1,
5/3/2018,Townville,PA,41.7,-79.9,1,
5/3/2018,Tunkhannock,PA,41.5,-75.9,1,
5/3/2018,Uniontown,PA,39.9,-79.7,1,
5/3/2018,Vandalia,MI,41.8,-85.9,1,
5/3/2018,Wadsworth,IL,42.4,-87.9,1,
5/3/2018,Warren,MI,42.5,-83,1,
5/3/2018,Wasaga Beach,ON,44.5,-80,1,
5/3/2018,Waterford Township,MI,42.7,-83.4,1,
5/3/2018,Watsontown,PA,41.1,-76.9,1,
5/3/2018,Waubaushene,ON,44.8,-79.7,1,
5/3/2018,Waukesha,WI,43,-88.3,1,
5/3/2018,Wauwatosa,WI,43,-88.1,2,
5/3/2018,Wauwatosa,WI,43.1,-88,1,
5/3/2018,Wayne,NJ,40.9,-74.3,1,
5/3/2018,Westfield Center,OH,41,-81.9,1,
5/3/2018,Westford,MA,42.6,-71.4,1,
5/3/2018,Williamsport,PA,41.2,-77,1,
5/3/2018,Windsor,ON,42.2,-83.1,1,
5/3/2018,Woburn,MA,42.5,-71.2,1,
5/3/2018,Wolcottville,IN,41.6,-85.3,2,
5/3/2018,Woodstock,IL,42.3,-88.4,2,
5/3/2018,York,ME,43.2,-70.6,1,
5/3/2018,Youngstown,OH,41,-80.6,1,
5/2/2018,Afton,WI,42.6,-89.1,1,
5/2/2018,Algonquin,IL,42.2,-88.3,1,
5/2/2018,Ann Arbor,MI,42.3,-83.8,2,
5/2/2018,Ann Arbor,MI,42.3,-83.9,1,
5/2/2018,Appleton,WI,44.3,-88.4,1,
5/2/2018,Appleton,WI,44.3,-88.4,1,
5/2/2018,Aurora,ON,44,-79.4,1,
5/2/2018,Beacon Falls,CT,41.5,-73,1,
5/2/2018,Beaver Falls,PA,40.8,-80.3,1,
5/2/2018,Bedford,NH,42.9,-71.5,1,
5/2/2018,Belleville,MI,42.2,-83.5,1,
5/2/2018,Belleville,WI,42.9,-89.6,2,
5/2/2018,Belleville,WI,42.9,-89.6,1,
5/2/2018,Bellevue,NE,41.1,-95.9,1,
5/2/2018,Beloit,WI,42.5,-89.1,1,
5/2/2018,Benld,IL,39.1,-89.8,1,
5/2/2018,Bernards,NJ,40.7,-74.5,2,
5/2/2018,Blackstone,MA,42,-71.5,2,
5/2/2018,Blairsville,PA,40.4,-79.3,1,
5/2/2018,Brandon Township,MI,42.8,-83.5,1,
5/2/2018,Brighton,ON,44,-77.7,1,
5/2/2018,Cameron,IL,41,-90.5,1,
5/2/2018,Camillus,NY,43,-76.3,1,
5/2/2018,Campbellford,ON,44.3,-77.9,1,
5/2/2018,Canton,MI,42.3,-83.5,1,
5/2/2018,Carpentersville,IL,42.1,-88.2,1,
5/2/2018,Cassopolis,MI,41.9,-86,1,
5/2/2018,Cedar Rapids,IA,42,-91.7,1,
5/2/2018,Chagrin Falls,OH,41.4,-81.3,1,
5/2/2018,Chesterton,IN,41.7,-87,1,
5/2/2018,Clear Lake,MN,45.5,-93.9,1,
5/2/2018,Cleveland Heights,OH,41.5,-81.6,1,
5/2/2018,Clifton Park,NY,42.8,-73.8,1,
5/2/2018,Coldwater,MI,41.9,-85,1,
5/2/2018,Columbus,IN,39.1,-85.9,1,
5/2/2018,Council Bluffs,IA,41.3,-95.9,1,
5/2/2018,Coventry,RI,41.7,-71.6,3,
5/2/2018,Coventry,RI,41.7,-71.7,3,
5/2/2018,Croton-on-Hudson,NY,41.2,-73.9,1,
5/2/2018,Crown Point,IN,41.4,-87.4,1,
5/2/2018,Dartmouth,MA,41.6,-71,1,
5/2/2018,Dayton,PA,40.9,-79.2,1,
5/2/2018,Delta,OH,41.5,-84,1,
5/2/2018,Dover,PA,39.9,-76.9,1,
5/2/2018,Downers Grove,IL,41.8,-88,1,
5/2/2018,Dublin,NH,42.9,-72.1,1,
5/2/2018,Dunkirk,MD,38.8,-76.6,1,
5/2/2018,Eaton,OH,39.8,-84.6,1,
5/2/2018,Edgerton,MO,39.5,-94.6,2,
5/2/2018,Edgerton,MO,39.5,-94.6,2,
5/2/2018,Edinburg,PA,41,-80.5,1,
5/2/2018,Elyria,OH,41.4,-82.1,2,
5/2/2018,Epping,NH,43.1,-71.1,1,
5/2/2018,Epping,NH,43.1,-71.1,1,
5/2/2018,Fairfield,NJ,40.9,-74.3,1,
5/2/2018,Farmington,MI,42.5,-83.4,2,
5/2/2018,Farmington,MN,44.7,-93.2,1,
5/2/2018,Fernandina Beach,FL,30.7,-81.5,1,
5/2/2018,Fish Creek,WI,45.1,-87.2,1,
5/2/2018,Forestburgh,NY,41.5,-74.7,1,
5/2/2018,Fort Dodge,IA,42.5,-94.2,1,
5/2/2018,Franklin,PA,41.4,-79.9,1,
5/2/2018,Freeport,IL,42.3,-89.6,2,
5/2/2018,Fulton,MI,42.1,-85.3,1,
5/2/2018,Galena,IL,42.3,-90.4,1,
5/2/2018,Girard,OH,41.2,-80.7,1,
5/2/2018,Glenwood,IA,41.1,-95.7,1,
5/2/2018,Goffstown,NH,43,-71.6,2,
5/2/2018,Goodrich,MI,42.9,-83.5,1,
5/2/2018,Grand Haven,MI,43.1,-86.2,2,
5/2/2018,Grand Rapids,MI,43,-85.7,1,
5/2/2018,Gurnee,IL,42.4,-87.9,1,
5/2/2018,Hamden,CT,41.4,-72.9,1,
5/2/2018,Hancock,NH,43,-72,1,
5/2/2018,Hannibal,MO,39.7,-91.4,1,
5/2/2018,Hartford,WI,43.3,-88.4,1,
5/2/2018,Harvard,IL,42.4,-88.7,1,
5/2/2018,Hawley,PA,41.5,-75.1,1,
5/2/2018,Hawthorn Woods,IL,42.2,-88,1,
5/2/2018,Hollsopple,PA,40.2,-79,1,
5/2/2018,Horsham,PA,40.2,-75.2,1,
5/2/2018,Houston,TX,30,-95.6,3,
5/2/2018,Hughesville,PA,41.3,-76.7,1,
5/2/2018,Jackson,NJ,40.1,-74.4,1,
5/2/2018,Jackson,NJ,40.1,-74.4,1,
5/2/2018,Jacksonville,FL,30.3,-81.7,2,
5/2/2018,Kalamazoo,MI,42.3,-85.6,1,
5/2/2018,Knox,IN,41.3,-86.6,1,
5/2/2018,La Crosse,WI,43.8,-91.1,1,
5/2/2018,La Porte,IN,41.7,-86.8,1,
5/2/2018,La Vale,MD,39.7,-78.8,1,
5/2/2018,LaFayette,NY,42.9,-76.1,1,
5/2/2018,Lake Geneva,WI,42.6,-88.5,1,
5/2/2018,Lansdale,PA,40.2,-75.3,1,
5/2/2018,Linden,MI,42.8,-83.8,1,
5/2/2018,Little Compton,RI,41.5,-71.2,2,
5/2/2018,Londonderry,NH,42.9,-71.4,2,
5/2/2018,Lowell,MA,42.6,-71.3,1,
5/2/2018,Lykens,PA,40.6,-76.7,1,
5/2/2018,Madison,WI,43,-89.4,1,
5/2/2018,Mahaffey,PA,40.9,-78.8,1,
5/2/2018,Mansfield,CT,41.8,-72.2,1,
5/2/2018,Manton,MI,44.4,-85.4,1,
5/2/2018,Marion,MA,41.7,-70.8,1,
5/2/2018,Marshall,MI,42.2,-85,1,
5/2/2018,Marshall,WI,43.2,-89.1,2,
5/2/2018,Mattapoisett,MA,41.7,-70.8,1,
5/2/2018,McFarland,WI,43,-89.3,1,
5/2/2018,McMurray,PA,40.3,-80.1,1,
5/2/2018,Meadville,PA,41.6,-80,2,
5/2/2018,Meriden,CT,41.5,-72.8,1,
5/2/2018,Merrimac,MA,42.8,-71,1,
5/2/2018,Michigan City,IN,41.7,-86.8,1,
5/2/2018,Milan,OH,41.3,-82.6,1,
5/2/2018,Monroe,CT,41.3,-73.2,2,
5/2/2018,Montague,MA,42.5,-72.5,1,
5/2/2018,Mount Vernon,OH,40.4,-82.5,1,
5/2/2018,Mullica Hill,NJ,39.7,-75.2,1,
5/2/2018,Nanticoke,PA,41.2,-76,3,
5/2/2018,Narrowsburg,NY,41.6,-75.1,2,
5/2/2018,Natick,MA,42.3,-71.3,1,
5/2/2018,Needham,MA,42.3,-71.2,1,
5/2/2018,New Bedford,MA,41.7,-70.9,1,
5/2/2018,New Hartford,CT,41.9,-73,1,
5/2/2018,New Ipswich,NH,42.7,-71.8,1,
5/2/2018,New Kensington,PA,40.5,-79.7,1,
5/2/2018,Newcastle,ON,43.9,-78.6,1,
5/2/2018,Newfield,NY,42.3,-76.5,1,
5/2/2018,North Branch,MI,43.2,-83.3,1,
5/2/2018,North Kingstown,RI,41.6,-71.4,1,
5/2/2018,North Ridgeville,OH,41.4,-82,1,
5/2/2018,North Royalton,OH,41.3,-81.7,2,
5/2/2018,North Stonington,CT,41.4,-71.9,1,
5/2/2018,Northville,MI,42.4,-83.6,1,
5/2/2018,Norwich,CT,41.6,-72.1,1,
5/2/2018,Olmsted Township,OH,41.4,-81.9,1,
5/2/2018,Omaha,NE,41.2,-95.9,1,
5/2/2018,Oregon,IL,41.9,-89.4,2,
5/2/2018,Oregon,WI,42.9,-89.4,1,
5/2/2018,Oyster Bay,NY,40.9,-73.5,1,
5/2/2018,Pain Court,ON,42.4,-82.3,1,
5/2/2018,Painesville,OH,41.8,-81.2,1,
5/2/2018,Park Forest,IL,41.5,-87.7,2,
5/2/2018,Pepperell,MA,42.7,-71.6,2,
5/2/2018,Plainfield,IN,39.7,-86.4,1,
5/2/2018,Plainville,MA,42,-71.3,1,
5/2/2018,Pocahontas,IA,42.7,-94.7,2,
5/2/2018,Port Huron,MI,43,-82.4,1,
5/2/2018,Port Rowan,ON,42.6,-80.4,3,
5/2/2018,Portage,MI,42.2,-85.6,1,
5/2/2018,Portland,MI,42.9,-84.9,1,
5/2/2018,Racine,WI,42.7,-87.8,1,
5/2/2018,Racine,WI,42.8,-87.8,2,
5/2/2018,Racine,WI,42.7,-87.8,1,
5/2/2018,Rehoboth,MA,41.8,-71.2,1,
5/2/2018,Rewey,WI,42.8,-90.4,1,
5/2/2018,Ringwood,IL,42.4,-88.3,2,
5/2/2018,Riverdale,NJ,41,-74.3,1,
5/2/2018,Rochester,MN,43.9,-92.5,1,
5/2/2018,Rochester Hills,MI,42.7,-83.1,1,
5/2/2018,Rockford,MI,43.1,-85.6,2,
5/2/2018,Rockwood,MI,42.1,-83.2,1,
5/2/2018,Sabula,IA,42,-90.2,1,
5/2/2018,Saint Marys,PA,41.5,-78.6,1,
5/2/2018,Sanford,MI,43.7,-84.4,3,
5/2/2018,Seward,NE,40.9,-97.1,1,
5/2/2018,Shell Knob,MO,36.6,-93.6,2,
5/2/2018,Shorewood,WI,43.1,-87.9,1,
5/2/2018,South Bend,IN,41.6,-86.3,1,
5/2/2018,South Dayton,NY,42.4,-79.1,1,
5/2/2018,South Salem,NY,41.3,-73.6,1,
5/2/2018,Spencer,MA,42.2,-72,1,
5/2/2018,Spring Mills,PA,40.8,-77.6,2,
5/2/2018,St. Charles,IL,41.9,-88.4,1,
5/2/2018,St. Charles,IL,41.9,-88.5,1,
5/2/2018,St. Louis,MO,38.7,-90.3,1,
5/2/2018,Stillwater,MN,45.1,-92.9,1,
5/2/2018,Stockton,IL,42.3,-90.1,1,
5/2/2018,Stonington,CT,41.3,-72,1,
5/2/2018,Syracuse,IN,41.4,-85.7,2,
5/2/2018,Syracuse,IN,41.4,-85.7,1,
5/2/2018,Thompson,CT,42,-71.9,1,
5/2/2018,Topeka,KS,39,-95.7,1,
5/2/2018,Towanda,PA,41.8,-76.5,1,
5/2/2018,Union,NJ,40.7,-74.3,1,
5/2/2018,Union Mills,IN,41.5,-86.8,1,
5/2/2018,Utica,NE,40.9,-97.3,1,
5/2/2018,Valley Center,KS,37.9,-97.2,3,
5/2/2018,Vinton,IA,42.2,-92,1,
5/2/2018,Vinton,IA,42.2,-92,1,
5/2/2018,Wakeman,OH,41.3,-82.4,1,
5/2/2018,Wakeman,OH,41.3,-82.4,1,
5/2/2018,Wallingford,CT,41.5,-72.8,1,
5/2/2018,Wallkill,NY,41.6,-74.2,1,
5/2/2018,Waterford,WI,42.8,-88.2,1,
5/2/2018,Wauconda,IL,42.3,-88.1,2,
5/2/2018,Waukesha,WI,43,-88.3,1,
5/2/2018,Wendell,MA,42.5,-72.4,1,
5/2/2018,Wescosville,PA,40.6,-75.6,1,
5/2/2018,West Brattleboro,VT,42.8,-72.6,1,
5/2/2018,West Dundee,IL,42.1,-88.3,1,
5/2/2018,West Elgin,ON,42.6,-81.6,1,
5/2/2018,West Newbury,MA,42.8,-71,3,
5/2/2018,Weston,OH,41.3,-83.8,3,
5/2/2018,Whitehouse,OH,41.5,-83.8,1,
5/2/2018,Winchester,CT,41.9,-73.1,1,
5/2/2018,Windham,NH,42.8,-71.3,1,
5/2/2018,Woodstock,IL,42.3,-88.4,1,
5/2/2018,Worcester,MA,42.2,-71.8,2,
5/2/2018,Yankton,SD,42.9,-97.4,2,
5/1/2018,Acushnet,MA,41.7,-70.9,1,
5/1/2018,Adrian,MI,41.9,-84,1,
5/1/2018,Akron,IN,41,-86,1,
5/1/2018,Ames,IA,42,-93.6,1,
5/1/2018,Antioch,IL,42.5,-88.1,1,
5/1/2018,Ashley,OH,40.4,-82.9,1,
5/1/2018,Austin,MN,43.7,-93,1,
5/1/2018,Avon,IN,39.8,-86.4,1,
5/1/2018,Ballwin,MO,38.6,-90.5,1,
5/1/2018,Baraboo,WI,43.5,-89.7,1,
5/1/2018,Barrington,NH,43.2,-71,1,
5/1/2018,Batavia,IL,41.8,-88.4,2,
5/1/2018,Bay Village,OH,41.5,-81.9,1,
5/1/2018,Beach Park,IL,42.4,-87.8,1,
5/1/2018,Beaver,WV,37.8,-81.1,1,
5/1/2018,Bishopville,MD,38.4,-75.2,2,
5/1/2018,Black Earth,WI,43.1,-89.7,3,
5/1/2018,Blue Grass,IA,41.5,-90.8,2,
5/1/2018,Blue Grass,IA,41.5,-90.8,1,
5/1/2018,Boscawen,NH,43.3,-71.6,1,
5/1/2018,Brookhaven,NY,40.8,-72.9,1,
5/1/2018,Burlington,IA,40.9,-91.2,1,
5/1/2018,Burlington,IA,40.8,-91.1,1,
5/1/2018,Caledonia,MN,43.6,-91.5,1,
5/1/2018,Carpentersville,IL,42.1,-88.2,1,
5/1/2018,Chapel Hill,NC,35.9,-79.1,1,
5/1/2018,Charlestown,RI,41.4,-71.7,1,
5/1/2018,Chatham,NJ,40.7,-74.4,1,
5/1/2018,Cherry Hill,NJ,39.9,-75,1,
5/1/2018,Chillicothe,IL,40.9,-89.6,1,
5/1/2018,Circleville,NY,41.5,-74.4,1,
5/1/2018,Cohasset,MA,42.2,-70.8,1,
5/1/2018,Cornwall,VT,44,-73.2,1,
5/1/2018,Country Club,MO,39.8,-94.8,1,
5/1/2018,Crawfordsville,IN,40.1,-86.9,1,
5/1/2018,Crescent,IA,41.4,-95.9,3,
5/1/2018,Darien,IL,41.8,-88,1,
5/1/2018,Dayton,OH,39.7,-84.2,2,
5/1/2018,Decatur,IN,40.8,-84.9,1,
5/1/2018,Dedham,MA,42.2,-71.2,1,
5/1/2018,Delaware,OH,40.3,-83.2,1,
5/1/2018,Dingmans Ferry,PA,41.2,-74.9,1,
5/1/2018,Dodgeville,WI,43,-90.1,2,
5/1/2018,Dubuque,IA,42.5,-90.7,1,
5/1/2018,Dubuque,IA,42.6,-90.7,1,
5/1/2018,Dunkirk,MD,38.8,-76.6,1,
5/1/2018,Eagan,MN,44.8,-93.1,1,
5/1/2018,Eagle Lake,MN,44.2,-93.9,1,
5/1/2018,East Falmouth,MA,41.6,-70.6,1,
5/1/2018,Easton,MD,38.9,-76.1,3,
5/1/2018,Eau Claire,PA,41.1,-79.8,1,
5/1/2018,Elizabeth,IL,42.3,-90.2,1,
5/1/2018,Elizabeth,PA,40.3,-79.8,1,
5/1/2018,Elkhart,IN,41.7,-86,2,
5/1/2018,Elkhorn,WI,42.7,-88.5,2,
5/1/2018,Flemington,NJ,40.5,-75,1,
5/1/2018,Forestville,WI,44.7,-87.5,1,
5/1/2018,Fountain City,IN,40,-84.9,1,
5/1/2018,Franklin,PA,41.5,-79.8,1,
5/1/2018,Franklin Lakes,NJ,41,-74.2,1,
5/1/2018,Freeport,IL,42.3,-89.6,1,
5/1/2018,Front Royal,VA,38.9,-78.3,1,
5/1/2018,Gaines,MI,42.9,-83.9,2,
5/1/2018,Gary,IN,41.6,-87.3,1,
5/1/2018,Geneva,OH,41.8,-81,1,
5/1/2018,Glenwood City,WI,45.1,-92.2,1,
5/1/2018,Grand Blanc,MI,42.9,-83.6,1,
5/1/2018,Guilford,CT,41.4,-72.7,1,
5/1/2018,Hammonton,NJ,39.6,-74.8,2,
5/1/2018,Hanover,MA,42.1,-70.8,1,
5/1/2018,Harwich,MA,41.7,-70.1,1,
5/1/2018,Hatfield,PA,40.3,-75.3,1,
5/1/2018,Holland,MI,42.8,-86.1,1,
5/1/2018,Holland,MI,42.8,-86.1,2,
5/1/2018,Hudson,MI,41.9,-84.3,1,
5/1/2018,Hughesville,PA,41.2,-76.7,1,
5/1/2018,Jamestown,PA,41.5,-80.4,1,
5/1/2018,Janesville,WI,42.7,-89.1,1,
5/1/2018,Kendallville,IN,41.5,-85.2,2,
5/1/2018,Keokuk,IA,40.4,-91.4,1,
5/1/2018,Leicester,MA,42.2,-71.9,1,
5/1/2018,Lewistown,PA,40.6,-77.6,6,
5/1/2018,Lexington,MA,42.4,-71.2,1,
5/1/2018,London,OH,39.9,-83.4,1,
5/1/2018,London,OH,39.9,-83.4,1,
5/1/2018,Londonderry,NH,42.9,-71.4,1,
5/1/2018,Long Hill,NJ,40.7,-74.5,1,
5/1/2018,Loves Park,IL,42.3,-89.1,1,
5/1/2018,Lowell,IN,41.3,-87.4,1,
